ID; partition; Off.size.vector; Parent.size; Off.num; Cost.allowed
642; 3, 3, 3, 3, 2, 1; 1, 1, 4; 15; 6; 0
643; 3, 3, 3, 3, 1, 1, 1; 3, 0, 4; 15; 7; 0
644; 3, 3, 3, 2, 2, 2; 0, 3, 3; 15; 6; 0
645; 3, 3, 3, 2, 2, 1, 1; 2, 2, 3; 15; 7; 0
646; 3, 3, 3, 2, 1, 1, 1, 1; 4, 1, 3; 15; 8; 0
647; 3, 3, 3, 1, 1, 1, 1, 1, 1; 6, 0, 3; 15; 9; 0
648; 3, 3, 2, 2, 2, 2, 1; 1, 4, 2; 15; 7; 0
649; 3, 3, 2, 2, 2, 1, 1, 1; 3, 3, 2; 15; 8; 0
650; 3, 3, 2, 2, 1, 1, 1, 1, 1; 5, 2, 2; 15; 9; 0
651; 3, 3, 2, 1, 1, 1, 1, 1, 1, 1; 7, 1, 2; 15; 10; 0
652; 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1; 9, 0, 2; 15; 11; 0
653; 3, 2, 2, 2, 2, 2, 2; 0, 6, 1; 15; 7; 1
654; 3, 2, 2, 2, 2, 2, 1, 1; 2, 5, 1; 15; 8; 0
655; 3, 2, 2, 2, 2, 1, 1, 1, 1; 4, 4, 1; 15; 9; 0
656; 3, 2, 2, 2, 1, 1, 1, 1, 1, 1; 6, 3, 1; 15; 10; 0
657; 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1; 8, 2, 1; 15; 11; 0
658; 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 10, 1, 1; 15; 12; 0
659; 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 12, 0, 1; 15; 13; 0
660; 2, 2, 2, 2, 2, 2, 2, 1; 1, 7; 15; 8; 1
661; 2, 2, 2, 2, 2, 2, 1, 1, 1; 3, 6; 15; 9; 0
662; 2, 2, 2, 2, 2, 1, 1, 1, 1, 1; 5, 5; 15; 10; 0
663; 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1; 7, 4; 15; 11; 0
664; 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1; 9, 3; 15; 12; 0
665; 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 11, 2; 15; 13; 0
666; 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 13, 1; 15; 14; 0
667; 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 15, 0; 15; 15; 1
668; 15, 1; 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 16; 2; 1
669; 14, 2; 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 16; 2; 1
670; 14, 1, 1; 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 16; 3; 1
671; 13, 3; 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 16; 2; 1
672; 13, 2, 1; 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 16; 3; 1
673; 13, 1, 1, 1; 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 16; 4; 1
674; 12, 4; 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1; 16; 2; 1
675; 12, 3, 1; 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1; 16; 3; 1
676; 12, 2, 2; 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 16; 3; 1
677; 12, 2, 1, 1; 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 16; 4; 0
678; 12, 1, 1, 1, 1; 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 16; 5; 1
679; 11, 5; 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1; 16; 2; 1
680; 11, 4, 1; 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1; 16; 3; 1
681; 11, 3, 2; 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1; 16; 3; 1
682; 11, 3, 1, 1; 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1; 16; 4; 1
683; 11, 2, 2, 1; 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1; 16; 4; 1
684; 11, 2, 1, 1, 1; 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1; 16; 5; 0
685; 11, 1, 1, 1, 1, 1; 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 16; 6; 1
686; 10, 6; 0, 0, 0, 0, 0, 1, 0, 0, 0, 1; 16; 2; 1
687; 10, 5, 1; 1, 0, 0, 0, 1, 0, 0, 0, 0, 1; 16; 3; 1
688; 10, 4, 2; 0, 1, 0, 1, 0, 0, 0, 0, 0, 1; 16; 3; 1
689; 10, 4, 1, 1; 2, 0, 0, 1, 0, 0, 0, 0, 0, 1; 16; 4; 1
690; 10, 3, 3; 0, 0, 2, 0, 0, 0, 0, 0, 0, 1; 16; 3; 1
691; 10, 3, 2, 1; 1, 1, 1, 0, 0, 0, 0, 0, 0, 1; 16; 4; 0
692; 10, 3, 1, 1, 1; 3, 0, 1, 0, 0, 0, 0, 0, 0, 1; 16; 5; 0
693; 10, 2, 2, 2; 0, 3, 0, 0, 0, 0, 0, 0, 0, 1; 16; 4; 1
694; 10, 2, 2, 1, 1; 2, 2, 0, 0, 0, 0, 0, 0, 0, 1; 16; 5; 0
695; 10, 2, 1, 1, 1, 1; 4, 1, 0, 0, 0, 0, 0, 0, 0, 1; 16; 6; 0
696; 10, 1, 1, 1, 1, 1, 1; 6, 0, 0, 0, 0, 0, 0, 0, 0, 1; 16; 7; 1
697; 9, 7; 0, 0, 0, 0, 0, 0, 1, 0, 1; 16; 2; 1
698; 9, 6, 1; 1, 0, 0, 0, 0, 1, 0, 0, 1; 16; 3; 1
699; 9, 5, 2; 0, 1, 0, 0, 1, 0, 0, 0, 1; 16; 3; 1
700; 9, 5, 1, 1; 2, 0, 0, 0, 1, 0, 0, 0, 1; 16; 4; 1
701; 9, 4, 3; 0, 0, 1, 1, 0, 0, 0, 0, 1; 16; 3; 1
702; 9, 4, 2, 1; 1, 1, 0, 1, 0, 0, 0, 0, 1; 16; 4; 1
703; 9, 4, 1, 1, 1; 3, 0, 0, 1, 0, 0, 0, 0, 1; 16; 5; 1
704; 9, 3, 3, 1; 1, 0, 2, 0, 0, 0, 0, 0, 1; 16; 4; 1
705; 9, 3, 2, 2; 0, 2, 1, 0, 0, 0, 0, 0, 1; 16; 4; 1
706; 9, 3, 2, 1, 1; 2, 1, 1, 0, 0, 0, 0, 0, 1; 16; 5; 0
707; 9, 3, 1, 1, 1, 1; 4, 0, 1, 0, 0, 0, 0, 0, 1; 16; 6; 0
708; 9, 2, 2, 2, 1; 1, 3, 0, 0, 0, 0, 0, 0, 1; 16; 5; 1
709; 9, 2, 2, 1, 1, 1; 3, 2, 0, 0, 0, 0, 0, 0, 1; 16; 6; 0
710; 9, 2, 1, 1, 1, 1, 1; 5, 1, 0, 0, 0, 0, 0, 0, 1; 16; 7; 0
711; 9, 1, 1, 1, 1, 1, 1, 1; 7, 0, 0, 0, 0, 0, 0, 0, 1; 16; 8; 1
712; 8, 8; 0, 0, 0, 0, 0, 0, 0, 2; 16; 2; 1
713; 8, 7, 1; 1, 0, 0, 0, 0, 0, 1, 1; 16; 3; 0
714; 8, 6, 2; 0, 1, 0, 0, 0, 1, 0, 1; 16; 3; 0
715; 8, 6, 1, 1; 2, 0, 0, 0, 0, 1, 0, 1; 16; 4; 0
716; 8, 5, 3; 0, 0, 1, 0, 1, 0, 0, 1; 16; 3; 0
717; 8, 5, 2, 1; 1, 1, 0, 0, 1, 0, 0, 1; 16; 4; 0
718; 8, 5, 1, 1, 1; 3, 0, 0, 0, 1, 0, 0, 1; 16; 5; 0
719; 8, 4, 4; 0, 0, 0, 2, 0, 0, 0, 1; 16; 3; 0
720; 8, 4, 3, 1; 1, 0, 1, 1, 0, 0, 0, 1; 16; 4; 0
721; 8, 4, 2, 2; 0, 2, 0, 1, 0, 0, 0, 1; 16; 4; 0
722; 8, 4, 2, 1, 1; 2, 1, 0, 1, 0, 0, 0, 1; 16; 5; 0
723; 8, 4, 1, 1, 1, 1; 4, 0, 0, 1, 0, 0, 0, 1; 16; 6; 0
724; 8, 3, 3, 2; 0, 1, 2, 0, 0, 0, 0, 1; 16; 4; 0
725; 8, 3, 3, 1, 1; 2, 0, 2, 0, 0, 0, 0, 1; 16; 5; 0
726; 8, 3, 2, 2, 1; 1, 2, 1, 0, 0, 0, 0, 1; 16; 5; 0
727; 8, 3, 2, 1, 1, 1; 3, 1, 1, 0, 0, 0, 0, 1; 16; 6; 0
728; 8, 3, 1, 1, 1, 1, 1; 5, 0, 1, 0, 0, 0, 0, 1; 16; 7; 0
729; 8, 2, 2, 2, 2; 0, 4, 0, 0, 0, 0, 0, 1; 16; 5; 0
730; 8, 2, 2, 2, 1, 1; 2, 3, 0, 0, 0, 0, 0, 1; 16; 6; 0
731; 8, 2, 2, 1, 1, 1, 1; 4, 2, 0, 0, 0, 0, 0, 1; 16; 7; 0
732; 8, 2, 1, 1, 1, 1, 1, 1; 6, 1, 0, 0, 0, 0, 0, 1; 16; 8; 0
733; 8, 1, 1, 1, 1, 1, 1, 1, 1; 8, 0, 0, 0, 0, 0, 0, 1; 16; 9; 0
734; 7, 7, 2; 0, 1, 0, 0, 0, 0, 2; 16; 3; 1
735; 7, 7, 1, 1; 2, 0, 0, 0, 0, 0, 2; 16; 4; 1
736; 7, 6, 3; 0, 0, 1, 0, 0, 1, 1; 16; 3; 1
737; 7, 6, 2, 1; 1, 1, 0, 0, 0, 1, 1; 16; 4; 0
738; 7, 6, 1, 1, 1; 3, 0, 0, 0, 0, 1, 1; 16; 5; 0
739; 7, 5, 4; 0, 0, 0, 1, 1, 0, 1; 16; 3; 1
740; 7, 5, 3, 1; 1, 0, 1, 0, 1, 0, 1; 16; 4; 0
741; 7, 5, 2, 2; 0, 2, 0, 0, 1, 0, 1; 16; 4; 0
742; 7, 5, 2, 1, 1; 2, 1, 0, 0, 1, 0, 1; 16; 5; 0
743; 7, 5, 1, 1, 1, 1; 4, 0, 0, 0, 1, 0, 1; 16; 6; 0
744; 7, 4, 4, 1; 1, 0, 0, 2, 0, 0, 1; 16; 4; 0
745; 7, 4, 3, 2; 0, 1, 1, 1, 0, 0, 1; 16; 4; 0
746; 7, 4, 3, 1, 1; 2, 0, 1, 1, 0, 0, 1; 16; 5; 0
747; 7, 4, 2, 2, 1; 1, 2, 0, 1, 0, 0, 1; 16; 5; 0
748; 7, 4, 2, 1, 1, 1; 3, 1, 0, 1, 0, 0, 1; 16; 6; 0
749; 7, 4, 1, 1, 1, 1, 1; 5, 0, 0, 1, 0, 0, 1; 16; 7; 0
750; 7, 3, 3, 3; 0, 0, 3, 0, 0, 0, 1; 16; 4; 1
751; 7, 3, 3, 2, 1; 1, 1, 2, 0, 0, 0, 1; 16; 5; 0
752; 7, 3, 3, 1, 1, 1; 3, 0, 2, 0, 0, 0, 1; 16; 6; 0
753; 7, 3, 2, 2, 2; 0, 3, 1, 0, 0, 0, 1; 16; 5; 0
754; 7, 3, 2, 2, 1, 1; 2, 2, 1, 0, 0, 0, 1; 16; 6; 0
755; 7, 3, 2, 1, 1, 1, 1; 4, 1, 1, 0, 0, 0, 1; 16; 7; 0
756; 7, 3, 1, 1, 1, 1, 1, 1; 6, 0, 1, 0, 0, 0, 1; 16; 8; 0
757; 7, 2, 2, 2, 2, 1; 1, 4, 0, 0, 0, 0, 1; 16; 6; 0
758; 7, 2, 2, 2, 1, 1, 1; 3, 3, 0, 0, 0, 0, 1; 16; 7; 0
759; 7, 2, 2, 1, 1, 1, 1, 1; 5, 2, 0, 0, 0, 0, 1; 16; 8; 0
760; 7, 2, 1, 1, 1, 1, 1, 1, 1; 7, 1, 0, 0, 0, 0, 1; 16; 9; 0
761; 7, 1, 1, 1, 1, 1, 1, 1, 1, 1; 9, 0, 0, 0, 0, 0, 1; 16; 10; 0
762; 6, 6, 4; 0, 0, 0, 1, 0, 2; 16; 3; 1
763; 6, 6, 3, 1; 1, 0, 1, 0, 0, 2; 16; 4; 1
764; 6, 6, 2, 2; 0, 2, 0, 0, 0, 2; 16; 4; 1
765; 6, 6, 2, 1, 1; 2, 1, 0, 0, 0, 2; 16; 5; 0
766; 6, 6, 1, 1, 1, 1; 4, 0, 0, 0, 0, 2; 16; 6; 1
767; 6, 5, 5; 0, 0, 0, 0, 2, 1; 16; 3; 1
768; 6, 5, 4, 1; 1, 0, 0, 1, 1, 1; 16; 4; 0
769; 6, 5, 3, 2; 0, 1, 1, 0, 1, 1; 16; 4; 0
770; 6, 5, 3, 1, 1; 2, 0, 1, 0, 1, 1; 16; 5; 0
771; 6, 5, 2, 2, 1; 1, 2, 0, 0, 1, 1; 16; 5; 0
772; 6, 5, 2, 1, 1, 1; 3, 1, 0, 0, 1, 1; 16; 6; 0
773; 6, 5, 1, 1, 1, 1, 1; 5, 0, 0, 0, 1, 1; 16; 7; 0
774; 6, 4, 4, 2; 0, 1, 0, 2, 0, 1; 16; 4; 0
775; 6, 4, 4, 1, 1; 2, 0, 0, 2, 0, 1; 16; 5; 0
776; 6, 4, 3, 3; 0, 0, 2, 1, 0, 1; 16; 4; 0
777; 6, 4, 3, 2, 1; 1, 1, 1, 1, 0, 1; 16; 5; 0
778; 6, 4, 3, 1, 1, 1; 3, 0, 1, 1, 0, 1; 16; 6; 0
779; 6, 4, 2, 2, 2; 0, 3, 0, 1, 0, 1; 16; 5; 0
780; 6, 4, 2, 2, 1, 1; 2, 2, 0, 1, 0, 1; 16; 6; 0
781; 6, 4, 2, 1, 1, 1, 1; 4, 1, 0, 1, 0, 1; 16; 7; 0
782; 6, 4, 1, 1, 1, 1, 1, 1; 6, 0, 0, 1, 0, 1; 16; 8; 0
783; 6, 3, 3, 3, 1; 1, 0, 3, 0, 0, 1; 16; 5; 0
784; 6, 3, 3, 2, 2; 0, 2, 2, 0, 0, 1; 16; 5; 0
785; 6, 3, 3, 2, 1, 1; 2, 1, 2, 0, 0, 1; 16; 6; 0
786; 6, 3, 3, 1, 1, 1, 1; 4, 0, 2, 0, 0, 1; 16; 7; 0
787; 6, 3, 2, 2, 2, 1; 1, 3, 1, 0, 0, 1; 16; 6; 0
788; 6, 3, 2, 2, 1, 1, 1; 3, 2, 1, 0, 0, 1; 16; 7; 0
789; 6, 3, 2, 1, 1, 1, 1, 1; 5, 1, 1, 0, 0, 1; 16; 8; 0
790; 6, 3, 1, 1, 1, 1, 1, 1, 1; 7, 0, 1, 0, 0, 1; 16; 9; 0
791; 6, 2, 2, 2, 2, 2; 0, 5, 0, 0, 0, 1; 16; 6; 0
792; 6, 2, 2, 2, 2, 1, 1; 2, 4, 0, 0, 0, 1; 16; 7; 0
793; 6, 2, 2, 2, 1, 1, 1, 1; 4, 3, 0, 0, 0, 1; 16; 8; 0
794; 6, 2, 2, 1, 1, 1, 1, 1, 1; 6, 2, 0, 0, 0, 1; 16; 9; 0
795; 6, 2, 1, 1, 1, 1, 1, 1, 1, 1; 8, 1, 0, 0, 0, 1; 16; 10; 0
796; 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 10, 0, 0, 0, 0, 1; 16; 11; 0
797; 5, 5, 5, 1; 1, 0, 0, 0, 3; 16; 4; 1
798; 5, 5, 4, 2; 0, 1, 0, 1, 2; 16; 4; 1
799; 5, 5, 4, 1, 1; 2, 0, 0, 1, 2; 16; 5; 0
800; 5, 5, 3, 3; 0, 0, 2, 0, 2; 16; 4; 1
801; 5, 5, 3, 2, 1; 1, 1, 1, 0, 2; 16; 5; 0
802; 5, 5, 3, 1, 1, 1; 3, 0, 1, 0, 2; 16; 6; 0
803; 5, 5, 2, 2, 2; 0, 3, 0, 0, 2; 16; 5; 1
804; 5, 5, 2, 2, 1, 1; 2, 2, 0, 0, 2; 16; 6; 0
805; 5, 5, 2, 1, 1, 1, 1; 4, 1, 0, 0, 2; 16; 7; 0
806; 5, 5, 1, 1, 1, 1, 1, 1; 6, 0, 0, 0, 2; 16; 8; 0
807; 5, 4, 4, 3; 0, 0, 1, 2, 1; 16; 4; 0
808; 5, 4, 4, 2, 1; 1, 1, 0, 2, 1; 16; 5; 0
809; 5, 4, 4, 1, 1, 1; 3, 0, 0, 2, 1; 16; 6; 0
810; 5, 4, 3, 3, 1; 1, 0, 2, 1, 1; 16; 5; 0
811; 5, 4, 3, 2, 2; 0, 2, 1, 1, 1; 16; 5; 0
812; 5, 4, 3, 2, 1, 1; 2, 1, 1, 1, 1; 16; 6; 0
813; 5, 4, 3, 1, 1, 1, 1; 4, 0, 1, 1, 1; 16; 7; 0
814; 5, 4, 2, 2, 2, 1; 1, 3, 0, 1, 1; 16; 6; 0
815; 5, 4, 2, 2, 1, 1, 1; 3, 2, 0, 1, 1; 16; 7; 0
816; 5, 4, 2, 1, 1, 1, 1, 1; 5, 1, 0, 1, 1; 16; 8; 0
817; 5, 4, 1, 1, 1, 1, 1, 1, 1; 7, 0, 0, 1, 1; 16; 9; 0
818; 5, 3, 3, 3, 2; 0, 1, 3, 0, 1; 16; 5; 0
819; 5, 3, 3, 3, 1, 1; 2, 0, 3, 0, 1; 16; 6; 0
820; 5, 3, 3, 2, 2, 1; 1, 2, 2, 0, 1; 16; 6; 0
821; 5, 3, 3, 2, 1, 1, 1; 3, 1, 2, 0, 1; 16; 7; 0
822; 5, 3, 3, 1, 1, 1, 1, 1; 5, 0, 2, 0, 1; 16; 8; 0
823; 5, 3, 2, 2, 2, 2; 0, 4, 1, 0, 1; 16; 6; 0
824; 5, 3, 2, 2, 2, 1, 1; 2, 3, 1, 0, 1; 16; 7; 0
825; 5, 3, 2, 2, 1, 1, 1, 1; 4, 2, 1, 0, 1; 16; 8; 0
826; 5, 3, 2, 1, 1, 1, 1, 1, 1; 6, 1, 1, 0, 1; 16; 9; 0
827; 5, 3, 1, 1, 1, 1, 1, 1, 1, 1; 8, 0, 1, 0, 1; 16; 10; 0
828; 5, 2, 2, 2, 2, 2, 1; 1, 5, 0, 0, 1; 16; 7; 0
829; 5, 2, 2, 2, 2, 1, 1, 1; 3, 4, 0, 0, 1; 16; 8; 0
830; 5, 2, 2, 2, 1, 1, 1, 1, 1; 5, 3, 0, 0, 1; 16; 9; 0
831; 5, 2, 2, 1, 1, 1, 1, 1, 1, 1; 7, 2, 0, 0, 1; 16; 10; 0
832; 5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1; 9, 1, 0, 0, 1; 16; 11; 0
833; 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 11, 0, 0, 0, 1; 16; 12; 0
834; 4, 4, 4, 4; 0, 0, 0, 4; 16; 4; 1
835; 4, 4, 4, 3, 1; 1, 0, 1, 3; 16; 5; 0
836; 4, 4, 4, 2, 2; 0, 2, 0, 3; 16; 5; 0
837; 4, 4, 4, 2, 1, 1; 2, 1, 0, 3; 16; 6; 0
838; 4, 4, 4, 1, 1, 1, 1; 4, 0, 0, 3; 16; 7; 0
839; 4, 4, 3, 3, 2; 0, 1, 2, 2; 16; 5; 0
840; 4, 4, 3, 3, 1, 1; 2, 0, 2, 2; 16; 6; 0
841; 4, 4, 3, 2, 2, 1; 1, 2, 1, 2; 16; 6; 0
842; 4, 4, 3, 2, 1, 1, 1; 3, 1, 1, 2; 16; 7; 0
843; 4, 4, 3, 1, 1, 1, 1, 1; 5, 0, 1, 2; 16; 8; 0
844; 4, 4, 2, 2, 2, 2; 0, 4, 0, 2; 16; 6; 0
845; 4, 4, 2, 2, 2, 1, 1; 2, 3, 0, 2; 16; 7; 0
846; 4, 4, 2, 2, 1, 1, 1, 1; 4, 2, 0, 2; 16; 8; 0
847; 4, 4, 2, 1, 1, 1, 1, 1, 1; 6, 1, 0, 2; 16; 9; 0
848; 4, 4, 1, 1, 1, 1, 1, 1, 1, 1; 8, 0, 0, 2; 16; 10; 0
849; 4, 3, 3, 3, 3; 0, 0, 4, 1; 16; 5; 1
850; 4, 3, 3, 3, 2, 1; 1, 1, 3, 1; 16; 6; 0
851; 4, 3, 3, 3, 1, 1, 1; 3, 0, 3, 1; 16; 7; 0
852; 4, 3, 3, 2, 2, 2; 0, 3, 2, 1; 16; 6; 0
853; 4, 3, 3, 2, 2, 1, 1; 2, 2, 2, 1; 16; 7; 0
854; 4, 3, 3, 2, 1, 1, 1, 1; 4, 1, 2, 1; 16; 8; 0
855; 4, 3, 3, 1, 1, 1, 1, 1, 1; 6, 0, 2, 1; 16; 9; 0
856; 4, 3, 2, 2, 2, 2, 1; 1, 4, 1, 1; 16; 7; 0
857; 4, 3, 2, 2, 2, 1, 1, 1; 3, 3, 1, 1; 16; 8; 0
858; 4, 3, 2, 2, 1, 1, 1, 1, 1; 5, 2, 1, 1; 16; 9; 0
859; 4, 3, 2, 1, 1, 1, 1, 1, 1, 1; 7, 1, 1, 1; 16; 10; 0
860; 4, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1; 9, 0, 1, 1; 16; 11; 0
861; 4, 2, 2, 2, 2, 2, 2; 0, 6, 0, 1; 16; 7; 0
862; 4, 2, 2, 2, 2, 2, 1, 1; 2, 5, 0, 1; 16; 8; 0
863; 4, 2, 2, 2, 2, 1, 1, 1, 1; 4, 4, 0, 1; 16; 9; 0
864; 4, 2, 2, 2, 1, 1, 1, 1, 1, 1; 6, 3, 0, 1; 16; 10; 0
865; 4, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1; 8, 2, 0, 1; 16; 11; 0
866; 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 10, 1, 0, 1; 16; 12; 0
867; 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 12, 0, 0, 1; 16; 13; 0
868; 3, 3, 3, 3, 3, 1; 1, 0, 5; 16; 6; 1
869; 3, 3, 3, 3, 2, 2; 0, 2, 4; 16; 6; 1
870; 3, 3, 3, 3, 2, 1, 1; 2, 1, 4; 16; 7; 0
871; 3, 3, 3, 3, 1, 1, 1, 1; 4, 0, 4; 16; 8; 0
872; 3, 3, 3, 2, 2, 2, 1; 1, 3, 3; 16; 7; 0
873; 3, 3, 3, 2, 2, 1, 1, 1; 3, 2, 3; 16; 8; 0
874; 3, 3, 3, 2, 1, 1, 1, 1, 1; 5, 1, 3; 16; 9; 0
875; 3, 3, 3, 1, 1, 1, 1, 1, 1, 1; 7, 0, 3; 16; 10; 0
876; 3, 3, 2, 2, 2, 2, 2; 0, 5, 2; 16; 7; 0
877; 3, 3, 2, 2, 2, 2, 1, 1; 2, 4, 2; 16; 8; 0
878; 3, 3, 2, 2, 2, 1, 1, 1, 1; 4, 3, 2; 16; 9; 0
879; 3, 3, 2, 2, 1, 1, 1, 1, 1, 1; 6, 2, 2; 16; 10; 0
880; 3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1; 8, 1, 2; 16; 11; 0
881; 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 10, 0, 2; 16; 12; 0
882; 3, 2, 2, 2, 2, 2, 2, 1; 1, 6, 1; 16; 8; 0
883; 3, 2, 2, 2, 2, 2, 1, 1, 1; 3, 5, 1; 16; 9; 0
884; 3, 2, 2, 2, 2, 1, 1, 1, 1, 1; 5, 4, 1; 16; 10; 0
885; 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1; 7, 3, 1; 16; 11; 0
886; 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1; 9, 2, 1; 16; 12; 0
887; 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 11, 1, 1; 16; 13; 0
888; 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 13, 0, 1; 16; 14; 0
889; 2, 2, 2, 2, 2, 2, 2, 2; 0, 8; 16; 8; 1
890; 2, 2, 2, 2, 2, 2, 2, 1, 1; 2, 7; 16; 9; 0
891; 2, 2, 2, 2, 2, 2, 1, 1, 1, 1; 4, 6; 16; 10; 0
892; 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1; 6, 5; 16; 11; 0
893; 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1; 8, 4; 16; 12; 0
894; 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 10, 3; 16; 13; 0
895; 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 12, 2; 16; 14; 0
896; 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 14, 1; 16; 15; 0
897; 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 16, 0; 16; 16; 1
898; 16, 1; 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 17; 2; 1
899; 15, 2; 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 17; 2; 1
900; 15, 1, 1; 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 17; 3; 1
901; 14, 3; 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 17; 2; 1
902; 14, 2, 1; 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 17; 3; 1
903; 14, 1, 1, 1; 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 17; 4; 1
904; 13, 4; 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1; 17; 2; 1
905; 13, 3, 1; 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 17; 3; 1
906; 13, 2, 2; 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 17; 3; 1
907; 13, 2, 1, 1; 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 17; 4; 0
908; 13, 1, 1, 1, 1; 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 17; 5; 1
909; 12, 5; 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1; 17; 2; 1
910; 12, 4, 1; 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1; 17; 3; 1
911; 12, 3, 2; 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1; 17; 3; 1
912; 12, 3, 1, 1; 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1; 17; 4; 1
913; 12, 2, 2, 1; 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 17; 4; 1
914; 12, 2, 1, 1, 1; 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 17; 5; 0
915; 12, 1, 1, 1, 1, 1; 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 17; 6; 1
916; 11, 6; 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1; 17; 2; 1
917; 11, 5, 1; 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1; 17; 3; 1
918; 11, 4, 2; 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1; 17; 3; 1
919; 11, 4, 1, 1; 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1; 17; 4; 1
920; 11, 3, 3; 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1; 17; 3; 1
921; 11, 3, 2, 1; 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1; 17; 4; 0
