ID; partition; Off.size.vector; Parent.size; Off.num; Cost.allowed
1970; 5, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 10, 2, 0, 0, 1; 19; 13; 0
1971; 5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 12, 1, 0, 0, 1; 19; 14; 0
1972; 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 14, 0, 0, 0, 1; 19; 15; 0
1973; 4, 4, 4, 4, 3; 0, 0, 1, 4; 19; 5; 1
1974; 4, 4, 4, 4, 2, 1; 1, 1, 0, 4; 19; 6; 1
1975; 4, 4, 4, 4, 1, 1, 1; 3, 0, 0, 4; 19; 7; 1
1976; 4, 4, 4, 3, 3, 1; 1, 0, 2, 3; 19; 6; 0
1977; 4, 4, 4, 3, 2, 2; 0, 2, 1, 3; 19; 6; 0
1978; 4, 4, 4, 3, 2, 1, 1; 2, 1, 1, 3; 19; 7; 0
1979; 4, 4, 4, 3, 1, 1, 1, 1; 4, 0, 1, 3; 19; 8; 0
1980; 4, 4, 4, 2, 2, 2, 1; 1, 3, 0, 3; 19; 7; 0
1981; 4, 4, 4, 2, 2, 1, 1, 1; 3, 2, 0, 3; 19; 8; 0
1982; 4, 4, 4, 2, 1, 1, 1, 1, 1; 5, 1, 0, 3; 19; 9; 0
1983; 4, 4, 4, 1, 1, 1, 1, 1, 1, 1; 7, 0, 0, 3; 19; 10; 0
1984; 4, 4, 3, 3, 3, 2; 0, 1, 3, 2; 19; 6; 0
1985; 4, 4, 3, 3, 3, 1, 1; 2, 0, 3, 2; 19; 7; 0
1986; 4, 4, 3, 3, 2, 2, 1; 1, 2, 2, 2; 19; 7; 0
1987; 4, 4, 3, 3, 2, 1, 1, 1; 3, 1, 2, 2; 19; 8; 0
1988; 4, 4, 3, 3, 1, 1, 1, 1, 1; 5, 0, 2, 2; 19; 9; 0
1989; 4, 4, 3, 2, 2, 2, 2; 0, 4, 1, 2; 19; 7; 0
1990; 4, 4, 3, 2, 2, 2, 1, 1; 2, 3, 1, 2; 19; 8; 0
1991; 4, 4, 3, 2, 2, 1, 1, 1, 1; 4, 2, 1, 2; 19; 9; 0
1992; 4, 4, 3, 2, 1, 1, 1, 1, 1, 1; 6, 1, 1, 2; 19; 10; 0
1993; 4, 4, 3, 1, 1, 1, 1, 1, 1, 1, 1; 8, 0, 1, 2; 19; 11; 0
1994; 4, 4, 2, 2, 2, 2, 2, 1; 1, 5, 0, 2; 19; 8; 0
1995; 4, 4, 2, 2, 2, 2, 1, 1, 1; 3, 4, 0, 2; 19; 9; 0
1996; 4, 4, 2, 2, 2, 1, 1, 1, 1, 1; 5, 3, 0, 2; 19; 10; 0
1997; 4, 4, 2, 2, 1, 1, 1, 1, 1, 1, 1; 7, 2, 0, 2; 19; 11; 0
1998; 4, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1; 9, 1, 0, 2; 19; 12; 0
1999; 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 11, 0, 0, 2; 19; 13; 0
2000; 4, 3, 3, 3, 3, 3; 0, 0, 5, 1; 19; 6; 1
2001; 4, 3, 3, 3, 3, 2, 1; 1, 1, 4, 1; 19; 7; 0
2002; 4, 3, 3, 3, 3, 1, 1, 1; 3, 0, 4, 1; 19; 8; 0
2003; 4, 3, 3, 3, 2, 2, 2; 0, 3, 3, 1; 19; 7; 0
2004; 4, 3, 3, 3, 2, 2, 1, 1; 2, 2, 3, 1; 19; 8; 0
2005; 4, 3, 3, 3, 2, 1, 1, 1, 1; 4, 1, 3, 1; 19; 9; 0
2006; 4, 3, 3, 3, 1, 1, 1, 1, 1, 1; 6, 0, 3, 1; 19; 10; 0
2007; 4, 3, 3, 2, 2, 2, 2, 1; 1, 4, 2, 1; 19; 8; 0
2008; 4, 3, 3, 2, 2, 2, 1, 1, 1; 3, 3, 2, 1; 19; 9; 0
2009; 4, 3, 3, 2, 2, 1, 1, 1, 1, 1; 5, 2, 2, 1; 19; 10; 0
2010; 4, 3, 3, 2, 1, 1, 1, 1, 1, 1, 1; 7, 1, 2, 1; 19; 11; 0
2011; 4, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1; 9, 0, 2, 1; 19; 12; 0
2012; 4, 3, 2, 2, 2, 2, 2, 2; 0, 6, 1, 1; 19; 8; 0
2013; 4, 3, 2, 2, 2, 2, 2, 1, 1; 2, 5, 1, 1; 19; 9; 0
2014; 4, 3, 2, 2, 2, 2, 1, 1, 1, 1; 4, 4, 1, 1; 19; 10; 0
2015; 4, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1; 6, 3, 1, 1; 19; 11; 0
2016; 4, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1; 8, 2, 1, 1; 19; 12; 0
2017; 4, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 10, 1, 1, 1; 19; 13; 0
2018; 4, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 12, 0, 1, 1; 19; 14; 0
2019; 4, 2, 2, 2, 2, 2, 2, 2, 1; 1, 7, 0, 1; 19; 9; 0
2020; 4, 2, 2, 2, 2, 2, 2, 1, 1, 1; 3, 6, 0, 1; 19; 10; 0
2021; 4, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1; 5, 5, 0, 1; 19; 11; 0
2022; 4, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1; 7, 4, 0, 1; 19; 12; 0
2023; 4, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1; 9, 3, 0, 1; 19; 13; 0
2024; 4, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 11, 2, 0, 1; 19; 14; 0
2025; 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 13, 1, 0, 1; 19; 15; 0
2026; 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 15, 0, 0, 1; 19; 16; 0
2027; 3, 3, 3, 3, 3, 3, 1; 1, 0, 6; 19; 7; 1
2028; 3, 3, 3, 3, 3, 2, 2; 0, 2, 5; 19; 7; 1
2029; 3, 3, 3, 3, 3, 2, 1, 1; 2, 1, 5; 19; 8; 0
2030; 3, 3, 3, 3, 3, 1, 1, 1, 1; 4, 0, 5; 19; 9; 0
2031; 3, 3, 3, 3, 2, 2, 2, 1; 1, 3, 4; 19; 8; 0
2032; 3, 3, 3, 3, 2, 2, 1, 1, 1; 3, 2, 4; 19; 9; 0
2033; 3, 3, 3, 3, 2, 1, 1, 1, 1, 1; 5, 1, 4; 19; 10; 0
2034; 3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1; 7, 0, 4; 19; 11; 0
2035; 3, 3, 3, 2, 2, 2, 2, 2; 0, 5, 3; 19; 8; 0
2036; 3, 3, 3, 2, 2, 2, 2, 1, 1; 2, 4, 3; 19; 9; 0
2037; 3, 3, 3, 2, 2, 2, 1, 1, 1, 1; 4, 3, 3; 19; 10; 0
2038; 3, 3, 3, 2, 2, 1, 1, 1, 1, 1, 1; 6, 2, 3; 19; 11; 0
2039; 3, 3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1; 8, 1, 3; 19; 12; 0
2040; 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 10, 0, 3; 19; 13; 0
2041; 3, 3, 2, 2, 2, 2, 2, 2, 1; 1, 6, 2; 19; 9; 0
2042; 3, 3, 2, 2, 2, 2, 2, 1, 1, 1; 3, 5, 2; 19; 10; 0
2043; 3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1; 5, 4, 2; 19; 11; 0
2044; 3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1; 7, 3, 2; 19; 12; 0
2045; 3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1; 9, 2, 2; 19; 13; 0
2046; 3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 11, 1, 2; 19; 14; 0
2047; 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 13, 0, 2; 19; 15; 0
2048; 3, 2, 2, 2, 2, 2, 2, 2, 2; 0, 8, 1; 19; 9; 1
2049; 3, 2, 2, 2, 2, 2, 2, 2, 1, 1; 2, 7, 1; 19; 10; 0
2050; 3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1; 4, 6, 1; 19; 11; 0
2051; 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1; 6, 5, 1; 19; 12; 0
2052; 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1; 8, 4, 1; 19; 13; 0
2053; 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 10, 3, 1; 19; 14; 0
2054; 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 12, 2, 1; 19; 15; 0
2055; 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 14, 1, 1; 19; 16; 0
2056; 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 16, 0, 1; 19; 17; 0
2057; 2, 2, 2, 2, 2, 2, 2, 2, 2, 1; 1, 9; 19; 10; 1
2058; 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1; 3, 8; 19; 11; 0
2059; 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1; 5, 7; 19; 12; 0
2060; 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1; 7, 6; 19; 13; 0
2061; 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1; 9, 5; 19; 14; 0
2062; 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 11, 4; 19; 15; 0
2063; 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 13, 3; 19; 16; 0
2064; 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 15, 2; 19; 17; 0
2065; 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 17, 1; 19; 18; 0
2066; 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 19, 0; 19; 19; 1
2067; 19, 1; 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 2; 1
2068; 18, 2; 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 2; 1
2069; 18, 1, 1; 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 3; 1
2070; 17, 3; 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 2; 1
2071; 17, 2, 1; 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 3; 1
2072; 17, 1, 1, 1; 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 4; 1
2073; 16, 4; 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 2; 1
2074; 16, 3, 1; 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 3; 1
2075; 16, 2, 2; 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 3; 1
2076; 16, 2, 1, 1; 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 4; 0
2077; 16, 1, 1, 1, 1; 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 5; 1
2078; 15, 5; 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 2; 1
2079; 15, 4, 1; 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 3; 1
2080; 15, 3, 2; 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 3; 1
2081; 15, 3, 1, 1; 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 4; 1
2082; 15, 2, 2, 1; 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 4; 1
2083; 15, 2, 1, 1, 1; 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 5; 0
2084; 15, 1, 1, 1, 1, 1; 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 6; 1
2085; 14, 6; 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1; 20; 2; 1
2086; 14, 5, 1; 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 3; 1
2087; 14, 4, 2; 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 3; 1
2088; 14, 4, 1, 1; 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 4; 1
2089; 14, 3, 3; 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 3; 1
2090; 14, 3, 2, 1; 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 4; 0
2091; 14, 3, 1, 1, 1; 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 5; 0
2092; 14, 2, 2, 2; 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 4; 1
2093; 14, 2, 2, 1, 1; 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 5; 0
2094; 14, 2, 1, 1, 1, 1; 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 6; 0
2095; 14, 1, 1, 1, 1, 1, 1; 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 7; 1
2096; 13, 7; 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1; 20; 2; 1
2097; 13, 6, 1; 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1; 20; 3; 1
2098; 13, 5, 2; 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1; 20; 3; 1
2099; 13, 5, 1, 1; 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1; 20; 4; 1
2100; 13, 4, 3; 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 3; 1
2101; 13, 4, 2, 1; 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 4; 1
2102; 13, 4, 1, 1, 1; 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 5; 1
2103; 13, 3, 3, 1; 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 4; 1
2104; 13, 3, 2, 2; 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 4; 1
2105; 13, 3, 2, 1, 1; 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 5; 0
2106; 13, 3, 1, 1, 1, 1; 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 6; 0
2107; 13, 2, 2, 2, 1; 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 5; 1
2108; 13, 2, 2, 1, 1, 1; 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 6; 0
2109; 13, 2, 1, 1, 1, 1, 1; 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 7; 0
2110; 13, 1, 1, 1, 1, 1, 1, 1; 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 8; 1
2111; 12, 8; 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1; 20; 2; 1
2112; 12, 7, 1; 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1; 20; 3; 1
2113; 12, 6, 2; 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1; 20; 3; 1
2114; 12, 6, 1, 1; 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1; 20; 4; 1
2115; 12, 5, 3; 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1; 20; 3; 1
2116; 12, 5, 2, 1; 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1; 20; 4; 1
2117; 12, 5, 1, 1, 1; 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1; 20; 5; 1
2118; 12, 4, 4; 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1; 20; 3; 1
2119; 12, 4, 3, 1; 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1; 20; 4; 0
2120; 12, 4, 2, 2; 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1; 20; 4; 0
2121; 12, 4, 2, 1, 1; 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1; 20; 5; 0
2122; 12, 4, 1, 1, 1, 1; 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1; 20; 6; 0
2123; 12, 3, 3, 2; 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 4; 1
2124; 12, 3, 3, 1, 1; 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 5; 1
2125; 12, 3, 2, 2, 1; 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 5; 0
2126; 12, 3, 2, 1, 1, 1; 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 6; 0
2127; 12, 3, 1, 1, 1, 1, 1; 5, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 7; 0
2128; 12, 2, 2, 2, 2; 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 5; 1
2129; 12, 2, 2, 2, 1, 1; 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 6; 0
2130; 12, 2, 2, 1, 1, 1, 1; 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 7; 0
2131; 12, 2, 1, 1, 1, 1, 1, 1; 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 8; 0
2132; 12, 1, 1, 1, 1, 1, 1, 1, 1; 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 9; 1
2133; 11, 9; 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1; 20; 2; 1
2134; 11, 8, 1; 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1; 20; 3; 1
2135; 11, 7, 2; 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1; 20; 3; 1
2136; 11, 7, 1, 1; 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1; 20; 4; 1
2137; 11, 6, 3; 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1; 20; 3; 1
2138; 11, 6, 2, 1; 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1; 20; 4; 1
2139; 11, 6, 1, 1, 1; 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1; 20; 5; 1
2140; 11, 5, 4; 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1; 20; 3; 1
2141; 11, 5, 3, 1; 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1; 20; 4; 1
2142; 11, 5, 2, 2; 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1; 20; 4; 1
2143; 11, 5, 2, 1, 1; 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1; 20; 5; 0
2144; 11, 5, 1, 1, 1, 1; 4, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1; 20; 6; 1
2145; 11, 4, 4, 1; 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1; 20; 4; 1
2146; 11, 4, 3, 2; 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1; 20; 4; 1
2147; 11, 4, 3, 1, 1; 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1; 20; 5; 0
2148; 11, 4, 2, 2, 1; 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1; 20; 5; 0
2149; 11, 4, 2, 1, 1, 1; 3, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1; 20; 6; 0
2150; 11, 4, 1, 1, 1, 1, 1; 5, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1; 20; 7; 0
2151; 11, 3, 3, 3; 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1; 20; 4; 1
2152; 11, 3, 3, 2, 1; 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1; 20; 5; 0
2153; 11, 3, 3, 1, 1, 1; 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1; 20; 6; 0
2154; 11, 3, 2, 2, 2; 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 1; 20; 5; 1
2155; 11, 3, 2, 2, 1, 1; 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1; 20; 6; 0
2156; 11, 3, 2, 1, 1, 1, 1; 4, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1; 20; 7; 0
2157; 11, 3, 1, 1, 1, 1, 1, 1; 6, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1; 20; 8; 0
2158; 11, 2, 2, 2, 2, 1; 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 6; 1
2159; 11, 2, 2, 2, 1, 1, 1; 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 7; 0
2160; 11, 2, 2, 1, 1, 1, 1, 1; 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 8; 0
2161; 11, 2, 1, 1, 1, 1, 1, 1, 1; 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 9; 0
2162; 11, 1, 1, 1, 1, 1, 1, 1, 1, 1; 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 10; 1
2163; 10, 10; 0, 0, 0, 0, 0, 0, 0, 0, 0, 2; 20; 2; 1
2164; 10, 9, 1; 1, 0, 0, 0, 0, 0, 0, 0, 1, 1; 20; 3; 0
2165; 10, 8, 2; 0, 1, 0, 0, 0, 0, 0, 1, 0, 1; 20; 3; 0
2166; 10, 8, 1, 1; 2, 0, 0, 0, 0, 0, 0, 1, 0, 1; 20; 4; 0
2167; 10, 7, 3; 0, 0, 1, 0, 0, 0, 1, 0, 0, 1; 20; 3; 0
2168; 10, 7, 2, 1; 1, 1, 0, 0, 0, 0, 1, 0, 0, 1; 20; 4; 0
2169; 10, 7, 1, 1, 1; 3, 0, 0, 0, 0, 0, 1, 0, 0, 1; 20; 5; 0
2170; 10, 6, 4; 0, 0, 0, 1, 0, 1, 0, 0, 0, 1; 20; 3; 0
2171; 10, 6, 3, 1; 1, 0, 1, 0, 0, 1, 0, 0, 0, 1; 20; 4; 0
2172; 10, 6, 2, 2; 0, 2, 0, 0, 0, 1, 0, 0, 0, 1; 20; 4; 0
2173; 10, 6, 2, 1, 1; 2, 1, 0, 0, 0, 1, 0, 0, 0, 1; 20; 5; 0
2174; 10, 6, 1, 1, 1, 1; 4, 0, 0, 0, 0, 1, 0, 0, 0, 1; 20; 6; 0
2175; 10, 5, 5; 0, 0, 0, 0, 2, 0, 0, 0, 0, 1; 20; 3; 0
2176; 10, 5, 4, 1; 1, 0, 0, 1, 1, 0, 0, 0, 0, 1; 20; 4; 0
2177; 10, 5, 3, 2; 0, 1, 1, 0, 1, 0, 0, 0, 0, 1; 20; 4; 0
2178; 10, 5, 3, 1, 1; 2, 0, 1, 0, 1, 0, 0, 0, 0, 1; 20; 5; 0
2179; 10, 5, 2, 2, 1; 1, 2, 0, 0, 1, 0, 0, 0, 0, 1; 20; 5; 0
2180; 10, 5, 2, 1, 1, 1; 3, 1, 0, 0, 1, 0, 0, 0, 0, 1; 20; 6; 0
2181; 10, 5, 1, 1, 1, 1, 1; 5, 0, 0, 0, 1, 0, 0, 0, 0, 1; 20; 7; 0
2182; 10, 4, 4, 2; 0, 1, 0, 2, 0, 0, 0, 0, 0, 1; 20; 4; 0
2183; 10, 4, 4, 1, 1; 2, 0, 0, 2, 0, 0, 0, 0, 0, 1; 20; 5; 0
2184; 10, 4, 3, 3; 0, 0, 2, 1, 0, 0, 0, 0, 0, 1; 20; 4; 0
2185; 10, 4, 3, 2, 1; 1, 1, 1, 1, 0, 0, 0, 0, 0, 1; 20; 5; 0
2186; 10, 4, 3, 1, 1, 1; 3, 0, 1, 1, 0, 0, 0, 0, 0, 1; 20; 6; 0
2187; 10, 4, 2, 2, 2; 0, 3, 0, 1, 0, 0, 0, 0, 0, 1; 20; 5; 0
2188; 10, 4, 2, 2, 1, 1; 2, 2, 0, 1, 0, 0, 0, 0, 0, 1; 20; 6; 0
2189; 10, 4, 2, 1, 1, 1, 1; 4, 1, 0, 1, 0, 0, 0, 0, 0, 1; 20; 7; 0
2190; 10, 4, 1, 1, 1, 1, 1, 1; 6, 0, 0, 1, 0, 0, 0, 0, 0, 1; 20; 8; 0
2191; 10, 3, 3, 3, 1; 1, 0, 3, 0, 0, 0, 0, 0, 0, 1; 20; 5; 0
2192; 10, 3, 3, 2, 2; 0, 2, 2, 0, 0, 0, 0, 0, 0, 1; 20; 5; 0
2193; 10, 3, 3, 2, 1, 1; 2, 1, 2, 0, 0, 0, 0, 0, 0, 1; 20; 6; 0
2194; 10, 3, 3, 1, 1, 1, 1; 4, 0, 2, 0, 0, 0, 0, 0, 0, 1; 20; 7; 0
2195; 10, 3, 2, 2, 2, 1; 1, 3, 1, 0, 0, 0, 0, 0, 0, 1; 20; 6; 0
2196; 10, 3, 2, 2, 1, 1, 1; 3, 2, 1, 0, 0, 0, 0, 0, 0, 1; 20; 7; 0
2197; 10, 3, 2, 1, 1, 1, 1, 1; 5, 1, 1, 0, 0, 0, 0, 0, 0, 1; 20; 8; 0
2198; 10, 3, 1, 1, 1, 1, 1, 1, 1; 7, 0, 1, 0, 0, 0, 0, 0, 0, 1; 20; 9; 0
2199; 10, 2, 2, 2, 2, 2; 0, 5, 0, 0, 0, 0, 0, 0, 0, 1; 20; 6; 0
2200; 10, 2, 2, 2, 2, 1, 1; 2, 4, 0, 0, 0, 0, 0, 0, 0, 1; 20; 7; 0
2201; 10, 2, 2, 2, 1, 1, 1, 1; 4, 3, 0, 0, 0, 0, 0, 0, 0, 1; 20; 8; 0
2202; 10, 2, 2, 1, 1, 1, 1, 1, 1; 6, 2, 0, 0, 0, 0, 0, 0, 0, 1; 20; 9; 0
2203; 10, 2, 1, 1, 1, 1, 1, 1, 1, 1; 8, 1, 0, 0, 0, 0, 0, 0, 0, 1; 20; 10; 0
2204; 10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 10, 0, 0, 0, 0, 0, 0, 0, 0, 1; 20; 11; 0
2205; 9, 9, 2; 0, 1, 0, 0, 0, 0, 0, 0, 2; 20; 3; 1
